0,-46.422037194644574
1,-42.152409790057625
2,-45.7890474628267
3,-45.249061100527555
4,-40.66575431895867
5,-45.86656659515353
6,-37.876501233537155
7,-41.77748603814529
8,-42.43320802986479
9,-37.76414195310423
10,-46.67634482859726
11,-43.23956761925827
12,-45.14546165610699
13,-39.092957889129956
14,-38.9918905719225
15,-38.97203140010426
16,-43.62434707552539
17,-38.26157531226516
18,-46.43429178614604
19,-40.19847334390659
20,-51.37065798814695
21,-44.30781347300763
22,-43.10480621941239
23,-42.26853152216052
24,-40.520245801320634
25,-51.553191962641435
26,-46.920832211025306
27,-42.48614186955259
28,-40.7152356574389
29,-40.11441454528327
30,-41.78931250949801
31,-42.423235089872136
32,-46.35628600767744
33,-38.35103565566285
34,-42.88229619133626
35,-46.31814608720551
36,-50.51349383406922
37,-42.58953436489384
38,-42.47379938824022
39,-39.8480304061133
40,-46.401840737513936
41,-39.261567646003705
42,-45.581327119335135
43,-42.56674546294404
44,-42.826018566942956
45,-53.71962212594583
46,-34.98848367219156
47,-45.456760869690356
48,-44.297708780796086
49,-41.62622468603855
50,-41.30557866973914
51,-45.748696826212985
52,-46.19685706219129
53,-42.77916261815864
54,-45.606477184854896
55,-43.57181076556353
56,-44.532940942355836
57,-43.556261726883605
58,-44.654641357080564
59,-40.3138105236244
60,-41.96736396262243
61,-45.83581382800193
62,-53.950200394633285
63,-43.917945616105435
64,-49.39651999835003
65,-45.466934683058284
66,-44.58257833378195
67,-41.30345357675593
68,-44.389451420343356
69,-43.98061685401446
70,-42.32716591789013
71,-37.63051492325042
72,-34.5797537399605
73,-51.689947221934354
74,-40.898297968572784
75,-39.81543733358441
76,-51.31291476101773
77,-37.93409484986569
78,-39.62931573566842
79,-39.86706581825263
80,-40.21722241955224
81,-43.89451043231599
82,-44.80736618429961
83,-44.06594476680246
84,-42.48199567594488
85,-45.498055798647286
86,-44.52917210981777
87,-39.205995653814846
88,-43.52059193693972
89,-38.303729333860986
90,-42.12330572174169
91,-44.633400769481455
92,-42.36555709616736
93,-45.09586484948547
94,-42.90950279799942
95,-40.25969162704013
96,-38.59664980619915
97,-39.80688856283402
98,-44.233153910550286
99,-41.89334002838419
100,-47.353903955989736
101,-43.53762206432148
102,-44.046853716157884
103,-48.98239878166936
104,-40.43168594236419
105,-44.46006584197397
106,-39.235672644718
107,-36.85877700910163
108,-33.96898263910239
109,-39.452534208093255
110,-47.36440443241354
111,-45.552112973867416
112,-42.67612544892307
113,-44.978524720927716
114,-44.5172616617145
115,-46.221172450284236
116,-40.100163729973836
117,-44.496998980069456
118,-43.279566255227074
119,-43.70137734565255
120,-44.678599092961875
121,-43.088353682078406
122,-40.66643950771948
123,-46.39819040299074
124,-48.664781776883345
125,-40.435140152001104
126,-44.170468409612546
127,-46.23436452621278
128,-41.040291686238234
129,-42.45682957476434
130,-39.98900949398255
131,-40.36571223671566
132,-51.119673809385155
133,-40.774853713683825
134,-45.59117756055596
135,-39.40284398652935
136,-42.89035478897891
137,-35.475693372006425
138,-46.51970067929462
139,-50.9024672461591
140,-42.89876937461686
141,-44.30493863292444
142,-39.5533472065856
143,-45.02814909406303
144,-43.12367381151672
145,-42.067561967307654
146,-40.850114675577984
147,-43.874987088317546
148,-43.873688290428404
149,-38.471561773170976
150,-42.204770434849294
151,-47.36860772807687
152,-49.01408984730687
153,-40.396863097649096
154,-46.55706802144944
155,-41.0861387158043
156,-42.955038067309154
157,-47.01079176985886
158,-39.52015140884059
159,-44.85450626462081
160,-38.86928477632913
161,-34.746446968951716
162,-41.63921698719022
163,-39.44600638430941
164,-41.27075699527611
165,-39.936670226753044
166,-45.589625563585045
167,-50.64642007183651
168,-41.90556824022527
169,-49.80169420500806
170,-43.02218826053345
171,-37.368201889646436
172,-41.884110753882254
173,-41.31517424533166
174,-46.39418659142172
175,-40.88352098418362
176,-39.59365454408269
177,-48.87544403776055
178,-45.63081693767562
179,-44.34238357105118
180,-43.34942559861212
181,-41.34115424656906
182,-34.04357973964294
183,-46.389054391881274
184,-39.62076207585366
185,-42.972935184791694
186,-34.70154957968929
187,-36.76505776506062
188,-49.56823155427389
189,-40.79628916950587
190,-41.93613180603669
191,-35.17331591800508
192,-44.82901691798969
193,-36.87119128964593
194,-42.899791240715906
195,-45.14111202871644
196,-46.699506063234026
197,-39.924950704743466
198,-42.534471919614155
199,-36.89783993883176
